"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Gabbro","text_Diorite","time_obs","time_resp","text_Andesite","text_Basalt","time_fb1","time_fb2"
"","","","","","","","","","","","html-keyboard-response","233","2.0.0","1677907","633dbba020f607c3522b86ed","4","26","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","47","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","234","2.0.0","1680623","633dbba020f607c3522b86ed","4","26","2715","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","6","class_response","1","test","48","Peridotite","Peridotite","05","true","7","7","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","235","2.0.0","1681143","633dbba020f607c3522b86ed","4","26","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","48","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","236","2.0.0","1721588","633dbba020f607c3522b86ed","4","26","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","22505.599999999627","17931.5"
"","","","","","","","","","","","html-button-response","238","2.0.0","1724644","633dbba020f607c3522b86ed","4","26","3054","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","240","2.0.0","1732074","633dbba020f607c3522b86ed","4","26","7429","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","5","class_response","2","train","1","Pegmatite","Pegmatite","13","true","6","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","241","2.0.0","1733103","633dbba020f607c3522b86ed","4","26","1027","","","","","","","","","<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","242","2.0.0","1734477","633dbba020f607c3522b86ed","4","26","1373","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","2","train","2","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","243","2.0.0","1735376","633dbba020f607c3522b86ed","4","26","898","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","2","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","244","2.0.0","1736416","633dbba020f607c3522b86ed","4","26","1038","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","2","train","3","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","245","2.0.0","1737634","633dbba020f607c3522b86ed","4","26","1217","","","","","","","","","<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","246","2.0.0","1753296","633dbba020f607c3522b86ed","4","26","15661","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","3","class_response","2","train","4","Gabbro","Gabbro","13","true","4","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","1754452","633dbba020f607c3522b86ed","4","26","1155","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","1755613","633dbba020f607c3522b86ed","4","26","1160","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","2","train","5","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","1756512","633dbba020f607c3522b86ed","4","26","898","","","","","","","","","<img src= rock_img/I_Obsidian_16.jpg style=""width:8cm; height:9.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","1758629","633dbba020f607c3522b86ed","4","26","2116","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","2","train","6","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","1759483","633dbba020f607c3522b86ed","4","26","853","","","","","","","","","<img src= rock_img/I_Gabbro_15.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","1760920","633dbba020f607c3522b86ed","4","26","1436","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","train","7","Pumice","Basalt","12","false","8","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","1762072","633dbba020f607c3522b86ed","4","26","1151","","","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","1764094","633dbba020f607c3522b86ed","4","26","2021","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","7","class_response","2","train","8","Pumice","Andesite","10","false","8","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1764858","633dbba020f607c3522b86ed","4","26","763","","","","","","","","","<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1774938","633dbba020f607c3522b86ed","4","26","10079","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","2","class_response","2","train","9","Diorite","Diorite","11","true","3","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1775618","633dbba020f607c3522b86ed","4","26","679","","","","","","","","","<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1777366","633dbba020f607c3522b86ed","4","26","1747","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","2","class_response","2","train","10","Diorite","Diorite","07","true","3","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1778235","633dbba020f607c3522b86ed","4","26","867","","","","","","","","","<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1780219","633dbba020f607c3522b86ed","4","26","1984","","","","","","","","","<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>","6","class_response","2","train","11","Peridotite","Peridotite","04","true","7","7","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1781022","633dbba020f607c3522b86ed","4","26","801","","","","","","","","","<img src= rock_img/I_Peridotite_04.jpg style=""width:8cm; height:6.680000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1783954","633dbba020f607c3522b86ed","4","26","2931","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","2","train","12","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1784828","633dbba020f607c3522b86ed","4","26","874","","","","","","","","","<img src= rock_img/I_Basalt_05.jpg style=""width:8cm; height:8.18cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1787059","633dbba020f607c3522b86ed","4","26","2230","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1799020","633dbba020f607c3522b86ed","4","26","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","5827.5","6131.5","1","4","Andesite","Gabbro","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1923871","633dbba020f607c3522b86ed","4","26","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","","","","","rust tones and greys, less mottled, more uniform breaks","","8722.5","116126.59999999963","mottled, grey tones, similar in appearance to broken concrete","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","2052359","633dbba020f607c3522b86ed","4","26","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","116241","12246","2","4","Basalt","Gabbro","","","","","","","",""
