"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Pegmatite","text_Andesite","time_obs","time_resp","text_Diorite","text_Peridotite","time_fb1","time_fb2","text_Obsidian","text_Gabbro","text_Basalt","text_Pumice"
"","","","","","","","","","","","html-keyboard-response","323","2.0.0","1554219","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","25","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","324","2.0.0","1556806","5b0fa626bd9c310001568d6c","4","9","2584","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","3","class_response","2","test","26","Gabbro","Gabbro","13","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","325","2.0.0","1557307","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","26","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","326","2.0.0","1559060","5b0fa626bd9c310001568d6c","4","9","1752","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","test","27","Pumice","Basalt","12","false","8","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","327","2.0.0","1559561","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","27","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","328","2.0.0","1563796","5b0fa626bd9c310001568d6c","4","9","4233","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","2","class_response","2","test","28","Diorite","Peridotite","10","false","3","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","329","2.0.0","1564298","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","28","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","330","2.0.0","1565574","5b0fa626bd9c310001568d6c","4","9","1273","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","test","29","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","331","2.0.0","1566076","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","29","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","332","2.0.0","1572776","5b0fa626bd9c310001568d6c","4","9","6698","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","3","class_response","2","test","30","Gabbro","Pegmatite","13","false","4","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","333","2.0.0","1573278","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","30","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","334","2.0.0","1581009","5b0fa626bd9c310001568d6c","4","9","7729","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","3","class_response","2","test","31","Gabbro","Diorite","11","false","4","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","335","2.0.0","1581525","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","31","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","336","2.0.0","1587742","5b0fa626bd9c310001568d6c","4","9","6215","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","test","32","Basalt","Gabbro","12","false","2","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","337","2.0.0","1588246","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","338","2.0.0","1592128","5b0fa626bd9c310001568d6c","4","9","3881","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","1","class_response","2","test","33","Basalt","Basalt","08","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","339","2.0.0","1592639","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","33","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","340","2.0.0","1606013","5b0fa626bd9c310001568d6c","4","9","13371","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","2","test","34","Pegmatite","Pegmatite","10","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","341","2.0.0","1606514","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","34","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","342","2.0.0","1610101","5b0fa626bd9c310001568d6c","4","9","3584","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","7","class_response","2","test","35","Pumice","Pumice","15","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","343","2.0.0","1610603","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","35","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","344","2.0.0","1612192","5b0fa626bd9c310001568d6c","4","9","1588","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","2","test","36","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","345","2.0.0","1612694","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","36","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","346","2.0.0","1614944","5b0fa626bd9c310001568d6c","4","9","2248","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","3","class_response","2","test","37","Gabbro","Diorite","10","false","4","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","347","2.0.0","1615446","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","37","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","348","2.0.0","1616867","5b0fa626bd9c310001568d6c","4","9","1419","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","2","test","38","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","349","2.0.0","1617370","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","38","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","350","2.0.0","1618955","5b0fa626bd9c310001568d6c","4","9","1583","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","3","class_response","2","test","39","Gabbro","Gabbro","16","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","351","2.0.0","1619456","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","39","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","352","2.0.0","1621699","5b0fa626bd9c310001568d6c","4","9","2240","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","1","class_response","2","test","40","Basalt","Basalt","06","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","353","2.0.0","1622204","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","40","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","354","2.0.0","1625807","5b0fa626bd9c310001568d6c","4","9","3601","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","2","test","41","Diorite","Diorite","13","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","355","2.0.0","1626311","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","41","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","356","2.0.0","1628686","5b0fa626bd9c310001568d6c","4","9","2372","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","0","class_response","2","test","42","Andesite","Diorite","07","false","1","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","357","2.0.0","1629188","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","42","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","358","2.0.0","1631132","5b0fa626bd9c310001568d6c","4","9","1942","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","2","test","43","Basalt","Basalt","02","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","359","2.0.0","1631634","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","43","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","360","2.0.0","1635496","5b0fa626bd9c310001568d6c","4","9","3860","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","0","class_response","2","test","44","Andesite","Peridotite","12","false","1","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","361","2.0.0","1636003","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","44","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","362","2.0.0","1637568","5b0fa626bd9c310001568d6c","4","9","1564","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","2","test","45","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","363","2.0.0","1638073","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","45","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","364","2.0.0","1647871","5b0fa626bd9c310001568d6c","4","9","9796","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","2","class_response","2","test","46","Diorite","Pegmatite","06","false","3","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","365","2.0.0","1648385","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","46","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","366","2.0.0","1651876","5b0fa626bd9c310001568d6c","4","9","3489","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","2","test","47","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","367","2.0.0","1652389","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","47","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","368","2.0.0","1663880","5b0fa626bd9c310001568d6c","4","9","11489","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","6","class_response","2","test","48","Peridotite","Gabbro","01","false","7","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","369","2.0.0","1664382","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","48","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","370","2.0.0","1687557","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","7151.699999988079","16010","","","",""
"","","","","","","","","","","","html-button-response","372","2.0.0","1689849","5b0fa626bd9c310001568d6c","4","9","2289","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","374","2.0.0","1692437","5b0fa626bd9c310001568d6c","4","9","2586","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","1","class_response","3","train","1","Basalt","Basalt","01","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","375","2.0.0","1693969","5b0fa626bd9c310001568d6c","4","9","1530","","","","","","","","","<img src= rock_img/I_Basalt_01.jpg style=""width:8cm; height:7.880000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","3","train","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","376","2.0.0","1704051","5b0fa626bd9c310001568d6c","4","9","10081","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","7","class_response","3","train","2","Pumice","Gabbro","08","false","8","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","377","2.0.0","1705578","5b0fa626bd9c310001568d6c","4","9","1525","","","","","","","","","<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","378","2.0.0","1707932","5b0fa626bd9c310001568d6c","4","9","2352","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","3","train","3","Pegmatite","Peridotite","08","false","6","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","379","2.0.0","1709341","5b0fa626bd9c310001568d6c","4","9","1407","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","380","2.0.0","1711005","5b0fa626bd9c310001568d6c","4","9","1663","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","4","class_response","3","train","4","Obsidian","Pegmatite","08","false","5","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","381","2.0.0","1712463","5b0fa626bd9c310001568d6c","4","9","1456","","","","","","","","","<img src= rock_img/I_Pegmatite_08.jpg style=""width:8cm; height:7.68cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","382","2.0.0","1716231","5b0fa626bd9c310001568d6c","4","9","3766","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","3","train","5","Peridotite","Peridotite","15","true","7","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","383","2.0.0","1717128","5b0fa626bd9c310001568d6c","4","9","896","","","","","","","","","<img src= rock_img/I_Peridotite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","384","2.0.0","1720981","5b0fa626bd9c310001568d6c","4","9","3851","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","3","train","6","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","385","2.0.0","1721900","5b0fa626bd9c310001568d6c","4","9","917","","","","","","","","","<img src= rock_img/I_Pegmatite_09.jpg style=""width:8cm; height:4.03cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","386","2.0.0","1723197","5b0fa626bd9c310001568d6c","4","9","1295","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","3","train","7","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","387","2.0.0","1724059","5b0fa626bd9c310001568d6c","4","9","860","","","","","","","","","<img src= rock_img/I_Obsidian_16.jpg style=""width:8cm; height:9.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","388","2.0.0","1726937","5b0fa626bd9c310001568d6c","4","9","2876","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","2","class_response","3","train","8","Diorite","Diorite","12","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","389","2.0.0","1727889","5b0fa626bd9c310001568d6c","4","9","951","","","","","","","","","<img src= rock_img/I_Diorite_12.jpg style=""width:8cm; height:4.88cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","390","2.0.0","1737347","5b0fa626bd9c310001568d6c","4","9","9457","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","2","class_response","3","train","9","Diorite","Diorite","15","true","3","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","391","2.0.0","1738301","5b0fa626bd9c310001568d6c","4","9","952","","","","","","","","","<img src= rock_img/I_Diorite_15.jpg style=""width:8cm; height:5.54cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","392","2.0.0","1747696","5b0fa626bd9c310001568d6c","4","9","9394","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","3","class_response","3","train","10","Gabbro","Gabbro","14","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","393","2.0.0","1748748","5b0fa626bd9c310001568d6c","4","9","1051","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","3","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","394","2.0.0","1750650","5b0fa626bd9c310001568d6c","4","9","1900","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","3","train","11","Pumice","Pumice","14","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","1751446","5b0fa626bd9c310001568d6c","4","9","794","","","","","","","","","<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","1755028","5b0fa626bd9c310001568d6c","4","9","3580","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","0","class_response","3","train","12","Andesite","Andesite","10","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","1755792","5b0fa626bd9c310001568d6c","4","9","762","","","","","","","","","<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","1757060","5b0fa626bd9c310001568d6c","4","9","1267","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","1759414","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","1768.4000000357628","583.1999999880791","1","6","Gabbro","Diorite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","1828594","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","","","","","rough edges and surface, some smooth black effects throughout","smoother surface, small dots throughout","9615.900000035763","59545.39999997616","","","","","","","",""
"","","","","","","","","","","","html-button-response","402","2.0.0","1832875","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","2981.599999964237","1296","2","7","Andesite","Pegmatite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","1884019","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","","","","","","","7326","43805.19999998808","","more colorful than the basalt, rougher surface","","","","","brown or gray in color smoother surface than the peridotite",""
"","","","","","","","","","","","html-button-response","404","2.0.0","1892773","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","2995.300000011921","5755.699999988079","4","1","Basalt","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","1950779","5b0fa626bd9c310001568d6c","4","9","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","","","","","","dots all along the surface","6119.899999976158","51869.5","","","","","","black or brown in color, rougher surface.","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","1952360","5b0fa626bd9c310001568d6c","4","9","1579","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","1960694","5b0fa626bd9c310001568d6c","4","9","8332","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","6","class_response","3","test","1","Peridotite","Andesite","05","false","7","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","1961196","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","1962448","5b0fa626bd9c310001568d6c","4","9","1250","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","3","test","2","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","1962950","5b0fa626bd9c310001568d6c","4","9","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","1964406","5b0fa626bd9c310001568d6c","4","9","1454","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","3","test","3","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","","","","",""
