"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Andesite","text_Basalt","time_obs","time_resp","text_Gabbro","text_Pumice","text_Pegmatite","time_fb1","time_fb2","text_Peridotite"
"","","","","","","","","","","","html-button-response","259","2.0.0","901001","6556e5fa9feed5dca96b6dcd","4","6","1064","","","","","","","","","<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","902330","6556e5fa9feed5dca96b6dcd","4","6","1328","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","5","class_response","2","train","11","Pegmatite","Andesite","01","false","6","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","903161","6556e5fa9feed5dca96b6dcd","4","6","829","","","","","","","","","<img src= rock_img/I_Andesite_01.jpg style=""width:8cm; height:5.87cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","904855","6556e5fa9feed5dca96b6dcd","4","6","1693","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","5","class_response","2","train","12","Pegmatite","Pegmatite","11","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","905969","6556e5fa9feed5dca96b6dcd","4","6","1112","","","","","","","","","<img src= rock_img/I_Pegmatite_11.jpg style=""width:8cm; height:8.14cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","907527","6556e5fa9feed5dca96b6dcd","4","6","1556","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","911435","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","1967.7000007629395","1938.2999992370605","1","4","Andesite","Pegmatite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","937146","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","","","","","Color, Texture, Makeup","","6326.700000762939","19381.5","Color, Texture, shape","","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","941588","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2980.3999977111816","1460","4","7","Andesite","Gabbro","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","970770","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","","","","","","","6054.199996948242","23124.70000076294","Color, Texure, Shape","","","","","Color, Texture, Shape"
"","","","","","","","","","","","html-button-response","270","2.0.0","974469","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","2159.5","1537","7","6","Gabbro","Peridotite","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1001570","6556e5fa9feed5dca96b6dcd","4","6","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","","","","","","","6193","20905.29999923706","","","Color, Texture, SHape","","","Color, texture, shape"
"","","","","","","","","","","","html-button-response","273","2.0.0","1002682","6556e5fa9feed5dca96b6dcd","4","6","1110","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1004527","6556e5fa9feed5dca96b6dcd","4","6","1844","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","test","1","Basalt","Basalt","11","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1005040","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1006370","6556e5fa9feed5dca96b6dcd","4","6","1328","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","2","test","2","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1006872","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1009572","6556e5fa9feed5dca96b6dcd","4","6","2698","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","test","3","Pegmatite","Andesite","14","false","6","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1010075","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1011361","6556e5fa9feed5dca96b6dcd","4","6","1283","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","5","class_response","2","test","4","Pegmatite","Andesite","02","false","6","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1011876","6556e5fa9feed5dca96b6dcd","4","6","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","1013048","6556e5fa9feed5dca96b6dcd","4","6","1170","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","2","test","5","Peridotite","Peridotite","15","true","7","7","","","","","","","","","","","","","","","",""
