width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Peridotite,text_Basalt,time_obs,time_resp,text_Pumice,text_Diorite,time_fb1,time_fb2,text_Pegmatite,text_Andesite,text_Gabbro,text_Obsidian
,,,,,,,,,,,html-button-response,444,2.0.0,1543999,6556e5fa9feed5dca96b6dcd,4,6,1864,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",6,class_response,3,test,19,Peridotite,Peridotite,12,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,445,2.0.0,1544502,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,446,2.0.0,1546050,6556e5fa9feed5dca96b6dcd,4,6,1545,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,3,test,20,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,447,2.0.0,1546552,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,448,2.0.0,1550737,6556e5fa9feed5dca96b6dcd,4,6,4183,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",1,class_response,3,test,21,Basalt,Andesite,9,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,449,2.0.0,1551241,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,450,2.0.0,1553148,6556e5fa9feed5dca96b6dcd,4,6,1905,,,,,,,,,"<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>",1,class_response,3,test,22,Basalt,Basalt,5,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,451,2.0.0,1553651,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,452,2.0.0,1555161,6556e5fa9feed5dca96b6dcd,4,6,1508,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,3,test,23,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,453,2.0.0,1555664,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,454,2.0.0,1557766,6556e5fa9feed5dca96b6dcd,4,6,2100,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,3,test,24,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,455,2.0.0,1558269,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,456,2.0.0,1559660,6556e5fa9feed5dca96b6dcd,4,6,1389,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,3,test,25,Basalt,Gabbro,11,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,457,2.0.0,1560163,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,458,2.0.0,1561432,6556e5fa9feed5dca96b6dcd,4,6,1267,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",6,class_response,3,test,26,Peridotite,Pegmatite,9,FALSE,7,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,459,2.0.0,1561934,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,460,2.0.0,1563847,6556e5fa9feed5dca96b6dcd,4,6,1910,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,3,test,27,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,461,2.0.0,1564349,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,462,2.0.0,1565416,6556e5fa9feed5dca96b6dcd,4,6,1064,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,3,test,28,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,463,2.0.0,1565919,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,464,2.0.0,1568368,6556e5fa9feed5dca96b6dcd,4,6,2446,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",6,class_response,3,test,29,Peridotite,Peridotite,7,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,465,2.0.0,1568871,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,466,2.0.0,1570581,6556e5fa9feed5dca96b6dcd,4,6,1708,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>",5,class_response,3,test,30,Pegmatite,Pegmatite,8,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,467,2.0.0,1571083,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,468,2.0.0,1572147,6556e5fa9feed5dca96b6dcd,4,6,1061,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,3,test,31,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,469,2.0.0,1572650,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,470,2.0.0,1574356,6556e5fa9feed5dca96b6dcd,4,6,1704,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",3,class_response,3,test,32,Gabbro,Gabbro,8,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,471,2.0.0,1574859,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,472,2.0.0,1576533,6556e5fa9feed5dca96b6dcd,4,6,1671,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",3,class_response,3,test,33,Gabbro,Andesite,2,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,473,2.0.0,1577037,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,474,2.0.0,1578233,6556e5fa9feed5dca96b6dcd,4,6,1194,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",2,class_response,3,test,34,Diorite,Gabbro,3,FALSE,3,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,475,2.0.0,1578737,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,476,2.0.0,1580018,6556e5fa9feed5dca96b6dcd,4,6,1279,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",1,class_response,3,test,35,Basalt,Gabbro,10,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,477,2.0.0,1580520,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,478,2.0.0,1581763,6556e5fa9feed5dca96b6dcd,4,6,1239,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,3,test,36,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,479,2.0.0,1582265,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,480,2.0.0,1583713,6556e5fa9feed5dca96b6dcd,4,6,1444,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,3,test,37,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,481,2.0.0,1584217,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,482,2.0.0,1585501,6556e5fa9feed5dca96b6dcd,4,6,1282,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,3,test,38,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,483,2.0.0,1586004,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,484,2.0.0,1587140,6556e5fa9feed5dca96b6dcd,4,6,1133,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,3,test,39,Basalt,Basalt,9,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,485,2.0.0,1587644,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,486,2.0.0,1588638,6556e5fa9feed5dca96b6dcd,4,6,991,,,,,,,,,"<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>",2,class_response,3,test,40,Diorite,Diorite,2,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,487,2.0.0,1589140,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,488,2.0.0,1590152,6556e5fa9feed5dca96b6dcd,4,6,1009,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",0,class_response,3,test,41,Andesite,Peridotite,4,FALSE,1,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,489,2.0.0,1590655,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,490,2.0.0,1592471,6556e5fa9feed5dca96b6dcd,4,6,1813,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",0,class_response,3,test,42,Andesite,Andesite,3,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,491,2.0.0,1592972,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,492,2.0.0,1596558,6556e5fa9feed5dca96b6dcd,4,6,3585,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",5,class_response,3,test,43,Pegmatite,Andesite,14,FALSE,6,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,493,2.0.0,1597061,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,494,2.0.0,1598626,6556e5fa9feed5dca96b6dcd,4,6,1563,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",6,class_response,3,test,44,Peridotite,Gabbro,15,FALSE,7,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,495,2.0.0,1599128,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,496,2.0.0,1600585,6556e5fa9feed5dca96b6dcd,4,6,1455,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",1,class_response,3,test,45,Basalt,Andesite,5,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,497,2.0.0,1601088,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,498,2.0.0,1603134,6556e5fa9feed5dca96b6dcd,4,6,2043,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,3,test,46,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,499,2.0.0,1603636,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,500,2.0.0,1607619,6556e5fa9feed5dca96b6dcd,4,6,3981,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,3,test,47,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,501,2.0.0,1608121,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,502,2.0.0,1611305,6556e5fa9feed5dca96b6dcd,4,6,3182,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,3,test,48,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,503,2.0.0,1611806,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,504,2.0.0,1622590,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,7250.4,3526.3,,,,
,,,,,,,,,,,html-button-response,506,2.0.0,1623930,6556e5fa9feed5dca96b6dcd,4,6,1338,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,508,2.0.0,1625439,6556e5fa9feed5dca96b6dcd,4,6,1507,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",6,class_response,4,train,1,Peridotite,Peridotite,8,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,509,2.0.0,1626117,6556e5fa9feed5dca96b6dcd,4,6,676,,,,,,,,,"<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,4,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,510,2.0.0,1627714,6556e5fa9feed5dca96b6dcd,4,6,1594,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,4,train,2,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,511,2.0.0,1628424,6556e5fa9feed5dca96b6dcd,4,6,709,,,,,,,,,"<img src= rock_img/I_Obsidian_05.jpg style=""width:8cm; height:6.33cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,4,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,512,2.0.0,1629664,6556e5fa9feed5dca96b6dcd,4,6,1238,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,4,train,3,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,513,2.0.0,1630306,6556e5fa9feed5dca96b6dcd,4,6,640,,,,,,,,,"<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,4,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,514,2.0.0,1631901,6556e5fa9feed5dca96b6dcd,4,6,1593,,,,,,,,,"<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>",6,class_response,4,train,4,Peridotite,Peridotite,10,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,515,2.0.0,1632450,6556e5fa9feed5dca96b6dcd,4,6,548,,,,,,,,,"<img src= rock_img/I_Peridotite_10.jpg style=""width:8cm; height:5.390000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,4,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,516,2.0.0,1634836,6556e5fa9feed5dca96b6dcd,4,6,2383,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,4,train,5,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,517,2.0.0,1635917,6556e5fa9feed5dca96b6dcd,4,6,1079,,,,,,,,,"<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,4,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,518,2.0.0,1637324,6556e5fa9feed5dca96b6dcd,4,6,1405,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,4,train,6,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,519,2.0.0,1638049,6556e5fa9feed5dca96b6dcd,4,6,722,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,4,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,520,2.0.0,1640378,6556e5fa9feed5dca96b6dcd,4,6,2327,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",3,class_response,4,train,7,Gabbro,Gabbro,9,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,521,2.0.0,1642289,6556e5fa9feed5dca96b6dcd,4,6,1908,,,,,,,,,"<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,4,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,522,2.0.0,1643852,6556e5fa9feed5dca96b6dcd,4,6,1561,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",1,class_response,4,train,8,Basalt,Andesite,10,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,523,2.0.0,1644458,6556e5fa9feed5dca96b6dcd,4,6,604,,,,,,,,,"<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,4,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,524,2.0.0,1647629,6556e5fa9feed5dca96b6dcd,4,6,3169,,,,,,,,,"<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",0,class_response,4,train,9,Andesite,Andesite,16,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,525,2.0.0,1648548,6556e5fa9feed5dca96b6dcd,4,6,916,,,,,,,,,"<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,4,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,526,2.0.0,1651514,6556e5fa9feed5dca96b6dcd,4,6,2964,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",5,class_response,4,train,10,Pegmatite,Obsidian,10,FALSE,6,5,,,,,,,,,,,,,,,,,,
