width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Basalt,text_Pegmatite,time_resp,text_Diorite,text_Gabbro,text_Pumice,time_fb1,time_fb2,text_Peridotite,text_Andesite
,,,,,,,,,,,html-button-response,176,2.0.0,706973,6703aeb136ffd366f9c531d4,3,16,3250,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,1,test,19,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,707490,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,709619,6703aeb136ffd366f9c531d4,3,16,2127,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",6,class_response,1,test,20,Peridotite,Andesite,11,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,710136,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,713089,6703aeb136ffd366f9c531d4,3,16,2949,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",1,class_response,1,test,21,Basalt,Andesite,1,FALSE,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,713595,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,715304,6703aeb136ffd366f9c531d4,3,16,1707,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,22,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,183,2.0.0,715814,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,184,2.0.0,718633,6703aeb136ffd366f9c531d4,3,16,2815,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,1,test,23,Diorite,Andesite,9,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,2.0.0,719135,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,186,2.0.0,723632,6703aeb136ffd366f9c531d4,3,16,4494,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",0,class_response,1,test,24,Andesite,Diorite,12,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,187,2.0.0,724141,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,188,2.0.0,725801,6703aeb136ffd366f9c531d4,3,16,1655,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,1,test,25,Pegmatite,Pegmatite,15,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,189,2.0.0,726312,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,190,2.0.0,727738,6703aeb136ffd366f9c531d4,3,16,1423,,,,,,,,,"<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>",1,class_response,1,test,26,Basalt,Basalt,5,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,2.0.0,728256,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,192,2.0.0,731498,6703aeb136ffd366f9c531d4,3,16,3239,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",2,class_response,1,test,27,Diorite,Peridotite,14,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,193,2.0.0,732001,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,27,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,194,2.0.0,734947,6703aeb136ffd366f9c531d4,3,16,2943,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",1,class_response,1,test,28,Basalt,Gabbro,8,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,195,2.0.0,735461,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,196,2.0.0,738364,6703aeb136ffd366f9c531d4,3,16,2900,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,1,test,29,Pegmatite,Andesite,10,FALSE,6,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,2.0.0,738874,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,198,2.0.0,770285,6703aeb136ffd366f9c531d4,3,16,31409,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",6,class_response,1,test,30,Peridotite,Gabbro,14,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,199,2.0.0,770793,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,200,2.0.0,774704,6703aeb136ffd366f9c531d4,3,16,3908,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,1,test,31,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,201,2.0.0,775213,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,202,2.0.0,776696,6703aeb136ffd366f9c531d4,3,16,1480,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,32,Pegmatite,Diorite,10,FALSE,6,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,2.0.0,777202,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,204,2.0.0,778691,6703aeb136ffd366f9c531d4,3,16,1486,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,1,test,33,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,205,2.0.0,779194,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,206,2.0.0,781745,6703aeb136ffd366f9c531d4,3,16,2548,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",5,class_response,1,test,34,Pegmatite,Pegmatite,11,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,207,2.0.0,782253,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,208,2.0.0,784587,6703aeb136ffd366f9c531d4,3,16,2330,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",2,class_response,1,test,35,Diorite,Diorite,8,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,2.0.0,785091,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,210,2.0.0,786407,6703aeb136ffd366f9c531d4,3,16,1314,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,36,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,211,2.0.0,786919,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,212,2.0.0,788127,6703aeb136ffd366f9c531d4,3,16,1205,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,1,test,37,Basalt,Basalt,9,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,213,2.0.0,788643,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,214,2.0.0,789890,6703aeb136ffd366f9c531d4,3,16,1245,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,test,38,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,2.0.0,790397,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,216,2.0.0,794560,6703aeb136ffd366f9c531d4,3,16,4161,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",6,class_response,1,test,39,Peridotite,Gabbro,1,FALSE,7,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,217,2.0.0,795064,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,218,2.0.0,796509,6703aeb136ffd366f9c531d4,3,16,1442,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,40,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,219,2.0.0,797019,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,220,2.0.0,798690,6703aeb136ffd366f9c531d4,3,16,1669,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,41,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,2.0.0,799192,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,222,2.0.0,802030,6703aeb136ffd366f9c531d4,3,16,2835,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",6,class_response,1,test,42,Peridotite,Andesite,4,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,223,2.0.0,802540,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,224,2.0.0,806091,6703aeb136ffd366f9c531d4,3,16,3548,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",2,class_response,1,test,43,Diorite,Diorite,15,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,225,2.0.0,806596,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,226,2.0.0,809098,6703aeb136ffd366f9c531d4,3,16,2498,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",3,class_response,1,test,44,Gabbro,Pegmatite,6,FALSE,4,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,2.0.0,809607,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,228,2.0.0,810723,6703aeb136ffd366f9c531d4,3,16,1113,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,1,test,45,Gabbro,Peridotite,15,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,229,2.0.0,811226,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,230,2.0.0,813862,6703aeb136ffd366f9c531d4,3,16,2634,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",1,class_response,1,test,46,Basalt,Gabbro,5,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,231,2.0.0,814368,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,232,2.0.0,815970,6703aeb136ffd366f9c531d4,3,16,1599,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,47,Gabbro,Peridotite,16,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,2.0.0,816474,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,234,2.0.0,817872,6703aeb136ffd366f9c531d4,3,16,1397,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,48,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,235,2.0.0,818375,6703aeb136ffd366f9c531d4,3,16,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,236,2.0.0,844766,6703aeb136ffd366f9c531d4,3,16,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,,17293.8,9086,,
,,,,,,,,,,,html-button-response,238,2.0.0,846731,6703aeb136ffd366f9c531d4,3,16,1963,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,240,2.0.0,848317,6703aeb136ffd366f9c531d4,3,16,1583,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,2,train,1,Basalt,Gabbro,11,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,241,2.0.0,858205,6703aeb136ffd366f9c531d4,3,16,9884,,,,,,,,,"<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,242,2.0.0,861940,6703aeb136ffd366f9c531d4,3,16,3732,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",3,class_response,2,train,2,Gabbro,Pegmatite,10,FALSE,4,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,243,2.0.0,864305,6703aeb136ffd366f9c531d4,3,16,2362,,,,,,,,,"<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,244,2.0.0,866631,6703aeb136ffd366f9c531d4,3,16,2323,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,2,train,3,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,245,2.0.0,868442,6703aeb136ffd366f9c531d4,3,16,1808,,,,,,,,,"<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,246,2.0.0,870250,6703aeb136ffd366f9c531d4,3,16,1804,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",2,class_response,2,train,4,Diorite,Gabbro,3,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,247,2.0.0,874415,6703aeb136ffd366f9c531d4,3,16,4162,,,,,,,,,"<img src= rock_img/I_Gabbro_03.jpg style=""width:8cm; height:8.52cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,248,2.0.0,877314,6703aeb136ffd366f9c531d4,3,16,2896,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",2,class_response,2,train,5,Diorite,Peridotite,7,FALSE,3,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,249,2.0.0,880419,6703aeb136ffd366f9c531d4,3,16,3103,,,,,,,,,"<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,250,2.0.0,882571,6703aeb136ffd366f9c531d4,3,16,2148,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",4,class_response,2,train,6,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,251,2.0.0,883551,6703aeb136ffd366f9c531d4,3,16,977,,,,,,,,,"<img src= rock_img/I_Obsidian_07.jpg style=""width:8cm; height:4.76cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,252,2.0.0,887114,6703aeb136ffd366f9c531d4,3,16,3560,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",6,class_response,2,train,7,Peridotite,Diorite,16,FALSE,7,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,253,2.0.0,889740,6703aeb136ffd366f9c531d4,3,16,2622,,,,,,,,,"<img src= rock_img/I_Diorite_16.jpg style=""width:8cm; height:6.74cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,254,2.0.0,895987,6703aeb136ffd366f9c531d4,3,16,6245,,,,,,,,,"<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",6,class_response,2,train,8,Peridotite,Andesite,16,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,255,2.0.0,897794,6703aeb136ffd366f9c531d4,3,16,1804,,,,,,,,,"<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,256,2.0.0,899083,6703aeb136ffd366f9c531d4,3,16,1286,,,,,,,,,"<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>",1,class_response,2,train,9,Basalt,Basalt,8,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,257,2.0.0,900106,6703aeb136ffd366f9c531d4,3,16,1020,,,,,,,,,"<img src= rock_img/I_Basalt_08.jpg style=""width:8cm; height:10.44cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,2,train,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,258,2.0.0,913845,6703aeb136ffd366f9c531d4,3,16,13735,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,2,train,10,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,259,2.0.0,914945,6703aeb136ffd366f9c531d4,3,16,1097,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,2,train,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,260,2.0.0,916182,6703aeb136ffd366f9c531d4,3,16,1233,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",3,class_response,2,train,11,Gabbro,Peridotite,2,FALSE,4,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,261,2.0.0,921110,6703aeb136ffd366f9c531d4,3,16,4925,,,,,,,,,"<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,262,2.0.0,922520,6703aeb136ffd366f9c531d4,3,16,1407,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,2,train,12,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,263,2.0.0,923228,6703aeb136ffd366f9c531d4,3,16,706,,,,,,,,,"<img src= rock_img/I_Pegmatite_16.jpg style=""width:8cm; height:5.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,12,,,,,,,,,,,,,,,,,,,,,,,
