"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Gabbro","time_resp","text_Andesite","text_Pegmatite","text_Diorite","text_Peridotite","time_fb1","time_fb2"
"","","","","","","","","","","","html-button-response","255","2.0.0","1244806","666fb6f24d1c14f333eb4a0a","3","24","711","","","","","","","","","<img src= rock_img/I_Pegmatite_12.jpg style=""width:8cm; height:5.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1258870","666fb6f24d1c14f333eb4a0a","3","24","14063","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","0","class_response","2","train","9","Andesite","Peridotite","05","false","1","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1262222","666fb6f24d1c14f333eb4a0a","3","24","3350","","","","","","","","","<img src= rock_img/I_Peridotite_05.jpg style=""width:8cm; height:7.1499999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1264542","666fb6f24d1c14f333eb4a0a","3","24","2320","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","3","class_response","2","train","10","Gabbro","Pumice","15","false","4","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1265382","666fb6f24d1c14f333eb4a0a","3","24","839","","","","","","","","","<img src= rock_img/I_Pumice_15.jpg style=""width:8cm; height:7.86cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1271255","666fb6f24d1c14f333eb4a0a","3","24","5871","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","3","class_response","2","train","11","Gabbro","Gabbro","05","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1271999","666fb6f24d1c14f333eb4a0a","3","24","742","","","","","","","","","<img src= rock_img/I_Gabbro_05.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1277902","666fb6f24d1c14f333eb4a0a","3","24","5903","","","","","","","","","<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>","6","class_response","2","train","12","Peridotite","Peridotite","04","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1278526","666fb6f24d1c14f333eb4a0a","3","24","623","","","","","","","","","<img src= rock_img/I_Peridotite_04.jpg style=""width:8cm; height:6.680000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1279742","666fb6f24d1c14f333eb4a0a","3","24","1215","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1282399","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","3","7","2656","Diorite","Peridotite","[0.2212987439496718,0.09160049622896636,0.12632786480801925,0.11321687084908394,0.039156520393225015,0.09160049622896636,0.1950767560318011,0.1217222515102662]","[0.07577999343476827,0.024363151014295648,null,0.640708823844262,0.02906719691326121,0.03186787163923493,0.17886383562987815,0.01934912752429998]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1382055","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","9470","","","","","","","90183","","","Sharper contrast between base and pattern colors.  Pattern is more defined and noticeable.  Texture is more jagged","Pattern and base color is more complimentary.  Pattern is less contrasting.  Edges are smoother and softer","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1390950","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2","4","8895","Basalt","Gabbro","[0.2212987439496718,0.09160049622896636,0.12632786480801925,0.11321687084908394,0.039156520393225015,0.09160049622896636,0.1950767560318011,0.1217222515102662]","[0.05710161764915082,null,0.16997013238582792,0.05546724245954846,0.5574546613035324,0.04470675984477515,0.05785282115244631,0.05744676520471901]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1479975","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","8687","","","","","Smooth, solid color texture.  No defined pattern. Solid color base","Texture is more jagged and bumpy.  Subtle color variation but generally neutral in tone color.","80335","","","","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1481326","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","3","4","1350","Diorite","Gabbro","[0.2212987439496718,0.09160049622896636,0.12632786480801925,0.11321687084908394,0.039156520393225015,0.09160049622896636,0.1950767560318011,0.1217222515102662]","[0.07577999343476827,0.024363151014295648,null,0.640708823844262,0.02906719691326121,0.03186787163923493,0.17886383562987815,0.01934912752429998]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1570703","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","8790","","","","","","Bumpy texture with a very subtle or less defined pattern structure.  Pattern color is very subtle and blends in with base color","80584","","","Bumpy texture with color contrast between base and pattern very defined.  Pattern colors tend to be very dark whereas base color is lighter","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","1571902","666fb6f24d1c14f333eb4a0a","3","24","1199","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1585486","666fb6f24d1c14f333eb4a0a","3","24","13582","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","0","class_response","2","test","1","Andesite","Peridotite","08","false","1","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1585988","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1589704","666fb6f24d1c14f333eb4a0a","3","24","3714","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","0","class_response","2","test","2","Andesite","Peridotite","13","false","1","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1590215","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1591534","666fb6f24d1c14f333eb4a0a","3","24","1318","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","test","3","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1592084","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1627510","666fb6f24d1c14f333eb4a0a","3","24","35426","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","2","class_response","2","test","4","Diorite","Peridotite","15","false","3","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1628018","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","1634646","666fb6f24d1c14f333eb4a0a","3","24","6625","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","2","class_response","2","test","5","Diorite","Diorite","08","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","1635161","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","1636159","666fb6f24d1c14f333eb4a0a","3","24","997","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","2","class_response","2","test","6","Diorite","Diorite","07","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","285","2.0.0","1636673","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","286","2.0.0","1639742","666fb6f24d1c14f333eb4a0a","3","24","3068","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","2","test","7","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","287","2.0.0","1640247","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","288","2.0.0","1648390","666fb6f24d1c14f333eb4a0a","3","24","8141","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","0","class_response","2","test","8","Andesite","Gabbro","01","false","1","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","289","2.0.0","1648899","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","290","2.0.0","1650206","666fb6f24d1c14f333eb4a0a","3","24","1306","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","2","test","9","Pegmatite","Pegmatite","16","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","291","2.0.0","1650709","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","9","","","","","","","","","","","","","","","","","","","","","",""
