"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Peridotite","time_resp","text_Gabbro","text_Pumice","text_Diorite","time_fb1","time_fb2","text_Pegmatite","text_Basalt"
"","","","","","","","","","","","html-button-response","254","2.0.0","852027","60fdf18884991b2263f75eec","3","15","6141","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","0","class_response","2","train","8","Andesite","Peridotite","10","false","1","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","854277","60fdf18884991b2263f75eec","3","15","2249","","","","","","","","","<img src= rock_img/I_Peridotite_10.jpg style=""width:8cm; height:5.390000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","858012","60fdf18884991b2263f75eec","3","15","3734","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","train","9","Pegmatite","Pumice","10","false","6","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","860780","60fdf18884991b2263f75eec","3","15","2766","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","861713","60fdf18884991b2263f75eec","3","15","933","","","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","4","class_response","2","train","10","Obsidian","Obsidian","05","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","863670","60fdf18884991b2263f75eec","3","15","1956","","","","","","","","","<img src= rock_img/I_Obsidian_05.jpg style=""width:8cm; height:6.33cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","867203","60fdf18884991b2263f75eec","3","15","3532","","","","","","","","","<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>","2","class_response","2","train","11","Diorite","Diorite","02","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","869655","60fdf18884991b2263f75eec","3","15","2451","","","","","","","","","<img src= rock_img/I_Diorite_02.jpg style=""width:8cm; height:6.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","873435","60fdf18884991b2263f75eec","3","15","3779","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","0","class_response","2","train","12","Andesite","Basalt","16","false","1","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","875539","60fdf18884991b2263f75eec","3","15","2103","","","","","","","","","<img src= rock_img/I_Basalt_16.jpg style=""width:8cm; height:7.659999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","876675","60fdf18884991b2263f75eec","3","15","1135","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","879004","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","3","7","2327.600000023842","Diorite","Peridotite","[0.1429513914035618,0.11354040148000984,0.1493112363221469,0.1493112363221469,0.02927904195856547,0.1752784078564333,0.13950757301429625,0.10082071164283964]","[0.024580679148351856,0.08580232815799532,null,0.09326898135947477,0.029067196913261206,0.03186787163923492,0.5931854609699826,0.14222748181169936]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","918097","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","5679.699999988079","","","","","","moss-like colors, a lot of texture, contrast","33411.10000002384","","","more contrast, difference in color, Oreo-like","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","919818","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","1","4","1719.699999988079","Andesite","Gabbro","[0.1429513914035618,0.11354040148000984,0.1493112363221469,0.1493112363221469,0.02927904195856547,0.1752784078564333,0.13950757301429625,0.10082071164283964]","[null,0.07832330349825369,0.17539357507925,0.5333681001836904,0.029390349199315248,0.07329873518558978,0.07974098400105904,0.030484952852841835]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","949676","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","10495","","","","","lighter, less texture, less ridges","","19360.30000001192","Darker, more texture","","","","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","950778","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","6","7","1100.5","Pegmatite","Peridotite","[0.1429513914035618,0.11354040148000984,0.1493112363221469,0.1493112363221469,0.02927904195856547,0.1752784078564333,0.13950757301429625,0.10082071164283964]","[0.02513086387309984,0.0753486323089195,0.2189453158223147,0.08186302599891353,0.3325479122173658,null,0.19423731920662568,0.07192693057276103]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","984178","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","11878.599999964237","","","","","","Moss-like, more texture","21520.30000001192","","","","","","More contrast, more variation in color, ",""
"","","","","","","","","","","","html-button-response","273","2.0.0","985270","60fdf18884991b2263f75eec","3","15","1090","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","993381","60fdf18884991b2263f75eec","3","15","8110","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","6","class_response","2","test","1","Peridotite","Peridotite","16","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","993883","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1001087","60fdf18884991b2263f75eec","3","15","7203","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","6","class_response","2","test","2","Peridotite","Diorite","15","false","7","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1001589","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1005654","60fdf18884991b2263f75eec","3","15","4064","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","3","class_response","2","test","3","Gabbro","Gabbro","08","true","4","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1006156","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1009862","60fdf18884991b2263f75eec","3","15","3704","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","2","class_response","2","test","4","Diorite","Pegmatite","12","false","3","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1010364","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","1054254","60fdf18884991b2263f75eec","3","15","43889","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","5","class_response","2","test","5","Pegmatite","Pumice","09","false","6","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","1054756","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","1063534","60fdf18884991b2263f75eec","3","15","8777","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","6","class_response","2","test","6","Peridotite","Gabbro","01","false","7","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","285","2.0.0","1064035","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","286","2.0.0","1068968","60fdf18884991b2263f75eec","3","15","4932","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","test","7","Pegmatite","Diorite","07","false","6","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","287","2.0.0","1069469","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","7","","","","","","","","","","","","","","","","","","","","","","",""
